date,sample_period,village,household,specimen_id,sample_id,cryo_id,coliform,chicken_breed,box_number,isolate_number,drug_code,drug_name,drug_class,halo_ring,round_halo_ring,drug_result,result_category
12-Jun-15,0,0,1,15-6-P-H1-C3-2,C1P3.2,73.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,20.85,21,0,susceptible
2-Jul-15,1,1,8,15-7-T-H8-C2-1,2C8P2.1,68.1,mu_pos,0,3,1,AMC,amoxicillin-clavulanate,beta-lactam,20.86,21,0,susceptible
12-Jun-15,0,0,10,15-6-P-H10-C1-3,C10P1.3,116.3,mu_pos,0,,3,Te,tetracycline,tetracycline,20.86,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C1-3,C9P1.3,111.3,mu_pos,0,,1,AMC,amoxicillin-clavulanate,beta-lactam,20.87,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-C2-1,2C1P2.1,1.1,mu_pos,0,1,1,GM,gentamicin,aminoglycoside,20.87,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-C5-3,C1P5.3,15.3,mu_pos,0,,3,Te,tetracycline,tetracycline,20.87,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C10-3,2C9P10.3,79.3,mu_pos,0,4,3,GM,gentamicin,aminoglycoside,20.88,21,0,susceptible
2-Jul-15,1,1,5,15-7-T-H5-C1-3,2C5P1.3,43.3,mu_pos,0,2,3,Te,tetracycline,tetracycline,20.88,21,0,susceptible
2-Jul-15,1,1,5,15-7-T-H5-C1-2,2C5P1.2,43.2,mu_pos,0,2,2,AM,ampicillin,beta-lactam,20.89,21,0,susceptible
12-Jun-15,0,0,10,15-6-T-H1-C2-3,C1P2.3,12.3,mu_pos,0,,3,AMC,amoxicillin-clavulanate,beta-lactam,20.89,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B4-2,2C6B4.2,51.2,mu_neg,1,3,2,AMC,amoxicillin-clavulanate,beta-lactam,20.89,21,0,susceptible
12-Jun-15,0,0,8,15-6-P-H8-C2-3,C8P2.3,107.3,mu_pos,0,,3,C,Chloramphenicol,Chloramphenicol,20.89,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-B5-2,C1B5.2,5.2,0,1,,2,CF,cephalothin,cephalosporin,20.89,21,0,susceptible
2-Jul-15,1,1,4,15-7-T-H4-C1-1,2C4P1.1,35.1,mu_pos,0,2,1,GM,gentamicin,aminoglycoside,20.89,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-C3-2,C1P3.2,13.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,20.89,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C10-2,2C9P10.2,79.2,mu_pos,0,4,2,G,sulfisoxazole,sulfonamide,20.89,21,0,susceptible
12-Jun-15,0,0,4,15-6-P-H4-C4-3,C4P4.3,89.3,mu_pos,0,,3,AM,ampicillin,beta-lactam,20.9,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C8-3,2C3P8.3,32.3,mu_pos,0,2,3,C,Chloramphenicol,Chloramphenicol,20.9,21,0,susceptible
12-Jun-15,0,0,10,15-6-P-H10-C5-1,C10P5.1,120.1,mu_pos,0,,1,GM,gentamicin,aminoglycoside,20.9,21,0,susceptible
2-Jul-15,1,1,8,15-7-T-H8-C2-1,2C8P2.1,68.1,mu_pos,0,3,1,GM,gentamicin,aminoglycoside,20.9,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-C4-2,C1P4.2,14.2,mu_pos,0,,2,Te,tetracycline,tetracycline,20.91,21,0,susceptible
12-Jun-15,0,0,4,15-6-P-H4-C4-2,C4P1.2,86.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,20.91,21,0,susceptible
12-Jun-15,0,0,5,15-6-P-H5-C5-2,C5P5.2,95.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,20.92,21,0,susceptible
12-Jun-15,0,0,10,15-6-P-H10-C1-2,C10P1.2,116.2,mu_pos,0,,2,AM,ampicillin,beta-lactam,20.93,21,0,susceptible
12-Jun-15,0,0,7,15-6-P-H7-C3-2,C7P3.2,103.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,20.93,21,0,susceptible
10-Jun-15,0,1,3,15-6-T-H3-C2-1,C3P2.1,22.1,mu_pos,0,,1,CF,cephalothin,cephalosporin,20.93,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C2-2,C3P2.2,82.2,mu_pos,0,,2,Te,tetracycline,tetracycline,20.93,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C2-1,2C3P2.1,26.1,mu_pos,0,2,1,Te,tetracycline,tetracycline,20.93,21,0,susceptible
12-Jun-15,0,0,1,15-6-P-H1-C3-1,C1P3.1,73.1,mu_pos,0,,1,G,sulfisoxazole,sulfonamide,20.93,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B4-3,2C6B4.3,51.3,mu_pos,1,3,3,AM,ampicillin,beta-lactam,20.94,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-B3-3,2C1B3.3,12.3,mu_pos,1,1,3,AMC,amoxicillin-clavulanate,beta-lactam,20.94,21,0,susceptible
12-Jun-15,0,1,8,15-6-T-H8-C4-2,C8P4.2,59.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,20.94,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-B5-1,C1B5.1,5.1,0,1,,1,CF,cephalothin,cephalosporin,20.94,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C3-1,2C9P3.1,72.1,mu_pos,0,4,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,20.94,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C1-2,C9P1.2,111.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,20.94,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C1-1,2C3P1.1,25.1,mu_pos,0,2,1,G,sulfisoxazole,sulfonamide,20.94,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-B10-1,2C1B10.1,19.1,mu_pos,1,1,1,GM,gentamicin,aminoglycoside,20.95,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C7-1,2C9P7.1,76.1,mu_pos,0,4,1,GM,gentamicin,aminoglycoside,20.95,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-C5-3,C1P5.3,15.3,mu_pos,0,,3,G,sulfisoxazole,sulfonamide,20.95,21,0,susceptible
10-Jun-15,0,1,4,15-6-T-H4-C4-1,C4P4.1,29.1,mu_neg,0,,1,G,sulfisoxazole,sulfonamide,20.95,21,0,susceptible
10-Jun-15,0,1,5,15-6-T-H5-C4-1,C5P4.1,34.1,mu_pos,0,,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,20.96,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C9-2,2C9P9.2,78.2,mu_pos,0,4,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,20.96,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B1-2,2C6B2.2,49.2,mu_pos,1,3,2,GM,gentamicin,aminoglycoside,20.96,21,0,susceptible
12-Jun-15,0,1,10,15-6-T-H10-C5-2,C10P5.2,70.2,mu_pos,0,,2,Te,tetracycline,tetracycline,20.96,21,0,susceptible
2-Jul-15,1,1,5,15-7-T-H5-C1-2,2C5P1.2,43.2,mu_pos,0,2,2,G,sulfisoxazole,sulfonamide,20.96,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C2-3,C3P2.3,82.3,mu_pos,0,,3,AMC,amoxicillin-clavulanate,beta-lactam,20.97,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C1-3,C3P1.3,81.3,mu_pos,0,,3,G,sulfisoxazole,sulfonamide,20.97,21,0,susceptible
2-Jul-15,1,1,10,15-7-T-H10-C6-1,2C10P6.1,85.1,mu_pos,0,4,1,AM,ampicillin,beta-lactam,20.98,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-B7-2,C1B7.2,7.2,mu_neg,1,,2,C,Chloramphenicol,Chloramphenicol,20.98,21,0,susceptible
2-Jul-15,1,1,2,15-7-T-H2-C4-3,2C2P4.3,22.3,mu_pos,0,2,3,CF,cephalothin,cephalosporin,20.98,21,0,susceptible
2-Jul-15,1,1,10,15-7-T-H10-C5-1,2C10P5.1,84.1,mu_pos,0,4,1,CF,cephalothin,cephalosporin,21,21,0,susceptible
12-Jun-15,0,0,8,15-6-P-H8-C2-2,C8P2.2,107.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.01,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C2-3,2C3P2.3,26.3,mu_pos,0,2,3,C,Chloramphenicol,Chloramphenicol,21.01,21,0,susceptible
12-Jun-15,0,0,2,15-6-P-H2-C2-1,C2P2.1,77.1,mu_pos,0,,1,CF,cephalothin,cephalosporin,21.01,21,0,susceptible
10-Jun-15,0,1,3,15-6-T-H3-C3-2,C3P3.2,23.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,21.01,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C5-3,2C3P5.3,29.3,mu_pos,0,2,3,GM,gentamicin,aminoglycoside,21.01,21,0,susceptible
2-Jul-15,1,1,5,15-7-T-H5-C3-1,2C5P3.1,45.1,mu_pos,0,3,2,GM,gentamicin,aminoglycoside,21.01,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C5-3,C3P5.3,85.3,mu_pos,0,,3,AM,ampicillin,beta-lactam,21.02,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C2-2,C9P2.2,112.2,mu_pos,0,,2,AM,ampicillin,beta-lactam,21.02,21,0,susceptible
10-Jun-15,0,1,4,15-6-T-H4-C3-2,C4P3.2,28.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.02,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C3-1,C3P3.1,83.1,mu_pos,0,,1,AMC,amoxicillin-clavulanate,beta-lactam,21.02,21,0,susceptible
12-Jun-15,0,1,6,15-6-T-H6-B2-2,C6B2.2,42.2,mu_neg,1,,2,C,Chloramphenicol,Chloramphenicol,21.02,21,0,susceptible
12-Jun-15,0,1,6,15-6-T-H6-B2-3,C6B2.3,42.3,mu_pos,1,,3,C,Chloramphenicol,Chloramphenicol,21.02,21,0,susceptible
12-Jun-15,0,0,6,15-6-P-H6-C5-3,C6P5.3,100.3,mu_pos,0,,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,21.02,21,0,susceptible
2-Jul-15,1,1,2,15-7-T-H2-C3-2,2C2P3.2,21.2,mu_pos,0,1,2,GM,gentamicin,aminoglycoside,21.02,21,0,susceptible
2-Jul-15,1,1,8,15-7-T-H8-C1-3,2C8P1.3,67.3,mu_pos,0,3,3,GM,gentamicin,aminoglycoside,21.02,21,0,susceptible
12-Jun-15,0,1,10,15-6-T-H10-C5-1,C10P5.1,70.1,mu_pos,0,,1,G,sulfisoxazole,sulfonamide,21.02,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-B10-3,2C1B10.3,19.3,mu_pos,1,1,3,G,sulfisoxazole,sulfonamide,21.02,21,0,susceptible
10-Jun-15,0,1,5,15-6-T-H5-C3-2,C5P3.2,33.2,mu_pos,0,,2,AM,ampicillin,beta-lactam,21.03,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C5-2,C3P5.2,85.2,mu_pos,0,,2,AM,ampicillin,beta-lactam,21.03,21,0,susceptible
10-Jun-15,0,1,5,15-6-T-H5-C4-2,C5P4.2,34.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.03,21,0,susceptible
12-Jun-15,0,1,9,15-6-T-H9-C1-1,C9P1.1,61.1,mu_pos,0,,1,AMC,amoxicillin-clavulanate,beta-lactam,21.03,21,0,susceptible
12-Jun-15,0,0,5,15-6-P-H5-C4-2,C5P4.2,93.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,21.03,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-C8-1,2C1P8.1,7.1,mu_pos,0,1,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,21.03,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-C4-1,2C1P4.1,3.1,mu_pos,0,1,1,GM,gentamicin,aminoglycoside,21.03,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C2-3,C9P2.3,112.3,mu_pos,0,,3,G,sulfisoxazole,sulfonamide,21.03,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B3-2,2C6B3.2,50.2,mu_pos,1,3,2,CF,cephalothin,cephalosporin,21.04,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-B7-3,C1B7.3,7.3,mu_neg,1,,3,GM,gentamicin,aminoglycoside,21.04,21,0,susceptible
12-Jun-15,0,1,9,15-6-T-H9-C2-2,C9P2.2,62.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,21.04,21,0,susceptible
12-Jun-15,0,0,6,15-6-P-H6-C3-2,C6P3.2,98.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.06,21,0,susceptible
12-Jun-15,0,0,8,15-6-P-H8-C1-3,C8P1.3,106.3,mu_pos,0,,3,AMC,amoxicillin-clavulanate,beta-lactam,21.07,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-C5-3,2C1P5.3,4.3,mu_pos,0,1,3,CF,cephalothin,cephalosporin,21.07,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C6-2,2C3P6.2,30.2,mu_pos,0,2,2,G,sulfisoxazole,sulfonamide,21.08,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-C1-3,2C6P1.3,47.3,mu_pos,0,3,3,C,Chloramphenicol,Chloramphenicol,21.09,21,0,susceptible
12-Jun-15,0,0,5,15-6-P-H5-C5-1,C5P5.1,95.1,mu_pos,0,,1,C,Chloramphenicol,Chloramphenicol,21.1,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B1-1,2C6B2.1,49.1,mu_pos,1,3,1,GM,gentamicin,aminoglycoside,21.1,21,0,susceptible
2-Jul-15,1,1,4,15-7-T-H4-C3-2,2C4P3.2,37.2,mu_pos,0,2,2,G,sulfisoxazole,sulfonamide,21.1,21,0,susceptible
2-Jul-15,1,1,10,15-7-T-H10-C8-1,2C10P8.1,87.1,mu_pos,0,4,1,AM,ampicillin,beta-lactam,21.11,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C1-1,C3P1.1,81.1,mu_pos,0,,1,C,Chloramphenicol,Chloramphenicol,21.11,21,0,susceptible
12-Jun-15,0,1,10,15-6-T-H10-C4-1,C10P4.1,69.1,mu_pos,0,,1,GM,gentamicin,aminoglycoside,21.11,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C7-1,2C3P7.1,31.1,mu_pos,0,2,1,GM,gentamicin,aminoglycoside,21.11,21,0,susceptible
10-Jun-15,0,1,2,15-6-T-H2-C3-3,C2P3.3,18.3,mu_pos,0,,3,Te,tetracycline,tetracycline,21.11,21,0,susceptible
12-Jun-15,0,0,7,15-6-P-H7-C2-1,C7P2.1,102.1,mu_pos,0,,1,Te,tetracycline,tetracycline,21.11,21,0,susceptible
10-Jun-15,0,1,2,15-6-T-H2-C3-3,C2P3.3,18.3,mu_pos,0,,3,G,sulfisoxazole,sulfonamide,21.11,21,0,susceptible
10-Jun-15,0,1,3,15-6-T-H3-C2-3,C3P2.3,22.3,mu_pos,0,,3,G,sulfisoxazole,sulfonamide,21.11,21,0,susceptible
12-Jun-15,0,0,10,15-6-P-H10-C4-1,C10P4.1,119.1,mu_pos,0,,1,G,sulfisoxazole,sulfonamide,21.11,21,0,susceptible
12-Jun-15,0,1,7,15-6-T-H7-C2-3,C7P2.3,52.3,mu_pos,0,,3,C,Chloramphenicol,Chloramphenicol,21.12,21,0,susceptible
12-Jun-15,0,0,2,15-6-P-H2-C1-2,C2P1.2,76.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,21.12,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-C3-2,C1P3.2,13.2,mu_pos,0,,2,Te,tetracycline,tetracycline,21.12,21,0,susceptible
12-Jun-15,0,0,7,15-6-P-H7-C5-1,C7P5.1,105.1,mu_pos,0,,1,AMC,amoxicillin-clavulanate,beta-lactam,21.13,21,0,susceptible
12-Jun-15,0,0,7,15-6-P-H7-C5-1,C7P5.1,105.1,mu_pos,0,,1,AM,ampicillin,beta-lactam,21.14,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C1-2,C9P1.2,111.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.14,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C2-3,C3P2.3,82.3,mu_pos,0,,3,C,Chloramphenicol,Chloramphenicol,21.14,21,0,susceptible
2-Jul-15,1,1,7,15-7-T-H7-C10-3,2C7P10.3,66.3,mu_pos,0,3,3,G,sulfisoxazole,sulfonamide,21.14,21,0,susceptible
2-Jul-15,1,1,5,15-7-T-H5-C1-1,2C5P1.1,43.1,mu_pos,0,2,1,AMC,amoxicillin-clavulanate,beta-lactam,21.15,21,0,susceptible
12-Jun-15,0,0,6,15-6-P-H6-C3-2,C6P3.2,98.2,mu_pos,0,,2,SXT,sulfamethoxazole–trimethoprim,sulfonamide,21.15,21,0,susceptible
12-Jun-15,0,0,9,15-6-T-H1-C1-1,C1P1.1,11.1,mu_pos,0,,1,CF,cephalothin,cephalosporin,21.16,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C3-2,C3P3.2,83.2,mu_pos,0,,2,AM,ampicillin,beta-lactam,21.17,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C5-1,C9P5.1,115.1,mu_pos,0,,1,AMC,amoxicillin-clavulanate,beta-lactam,21.17,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C3-3,2C9P3.3,72.3,mu_pos,0,4,3,G,sulfisoxazole,sulfonamide,21.17,21,0,susceptible
10-Jun-15,0,1,3,15-6-T-H3-C3-3,C3P3.3,23.3,mu_pos,0,,3,C,Chloramphenicol,Chloramphenicol,21.18,21,0,susceptible
2-Jul-15,1,1,7,15-7-T-H7-C5-1,2C7P5.1,62.1,mu_pos,0,3,1,GM,gentamicin,aminoglycoside,21.18,21,0,susceptible
12-Jun-15,0,0,5,15-6-P-H5-C2-1,C5P2.1,92.1,mu_pos,0,,1,Te,tetracycline,tetracycline,21.18,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C3-2,C9P3.2,113.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.19,21,0,susceptible
10-Jun-15,0,1,2,15-6-T-H2-C3-3,C2P3.3,18.3,mu_pos,0,,3,C,Chloramphenicol,Chloramphenicol,21.19,21,0,susceptible
12-Jun-15,0,1,8,15-6-T-H8-C3-2,C8P3.2,58.2,mu_pos,0,,2,C,Chloramphenicol,Chloramphenicol,21.19,21,0,susceptible
2-Jul-15,1,1,7,15-7-T-H7-C7-2,2C7P7.2,63.2,mu_pos,0,3,2,C,Chloramphenicol,Chloramphenicol,21.19,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C5-3,2C9P5.3,74.3,mu_pos,0,4,3,AM,ampicillin,beta-lactam,21.2,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B6-2,2C6B6.2,53.2,mu_pos,1,3,2,AMC,amoxicillin-clavulanate,beta-lactam,21.2,21,0,susceptible
12-Jun-15,0,0,2,15-6-P-H2-C3-3,C2P3.3,78.3,mu_pos,0,,3,Te,tetracycline,tetracycline,21.2,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C1-1,2C9P1.1,70.1,mu_pos,0,4,1,AM,ampicillin,beta-lactam,21.21,21,0,susceptible
2-Jul-15,1,1,10,15-7-T-H10-C1-2,2C10P1.2,80.2,mu_pos,0,4,2,AM,ampicillin,beta-lactam,21.21,21,0,susceptible
12-Jun-15,0,0,9,15-6-P-H9-C2-1,C9P2.1,112.1,mu_pos,0,,1,C,Chloramphenicol,Chloramphenicol,21.21,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B5-1,2C6B5.1,52.1,mu_pos,1,3,1,GM,gentamicin,aminoglycoside,21.21,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B9-3,2C6B9.3,56.3,mu_pos,1,3,3,GM,gentamicin,aminoglycoside,21.21,21,0,susceptible
10-Jun-15,0,1,5,15-6-T-H5-C5-1,C5P5.1,35.1,mu_pos,0,,1,G,sulfisoxazole,sulfonamide,21.21,21,0,susceptible
12-Jun-15,0,1,7,15-6-T-H7-C3-1,C7P3.1,53.1,mu_pos,0,,1,AMC,amoxicillin-clavulanate,beta-lactam,21.22,21,0,susceptible
12-Jun-15,0,1,10,15-6-T-H10-C2-3,C10P2.3,67.3,mu_pos,0,,3,AMC,amoxicillin-clavulanate,beta-lactam,21.22,21,0,susceptible
2-Jul-15,1,1,8,15-7-T-H8-C3-1,2C8P3.1,69.1,mu_pos,0,4,1,G,sulfisoxazole,sulfonamide,21.22,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C5-3,2C9P5.3,74.3,mu_pos,0,4,3,G,sulfisoxazole,sulfonamide,21.22,21,0,susceptible
12-Jun-15,0,0,5,15-6-P-H5-C5-1,C5P5.1,95.1,mu_pos,0,,1,AMC,amoxicillin-clavulanate,beta-lactam,21.23,21,0,susceptible
2-Jul-15,1,1,8,15-7-T-H8-C2-3,2C8P2.3,68.3,mu_pos,0,4,3,CF,cephalothin,cephalosporin,21.23,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C4-1,2C3P4.1,28.1,mu_pos,0,2,1,AMC,amoxicillin-clavulanate,beta-lactam,21.24,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C1-3,2C9P1.3,70.3,mu_pos,0,4,3,AMC,amoxicillin-clavulanate,beta-lactam,21.24,21,0,susceptible
12-Jun-15,0,1,6,15-6-T-H6-B8-1,C6B8.1,48.1,mu_neg,1,,1,C,Chloramphenicol,Chloramphenicol,21.24,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C5-1,C3P5.1,85.1,mu_pos,0,,1,C,Chloramphenicol,Chloramphenicol,21.24,21,0,susceptible
12-Jun-15,0,1,10,15-6-T-H10-C2-1,C10P2.1,67.1,mu_pos,0,,1,Te,tetracycline,tetracycline,21.24,21,0,susceptible
12-Jun-15,0,0,7,15-6-P-H7-C4-1,C7P4.1,104.1,mu_pos,0,,1,Te,tetracycline,tetracycline,21.24,21,0,susceptible
12-Jun-15,0,1,6,15-6-T-H6-B6-3,C6B6.3,46.3,mu_neg,1,,3,C,Chloramphenicol,Chloramphenicol,21.25,21,0,susceptible
2-Jul-15,1,1,7,15-7-T-H7-C10-1,2C7P10.1,66.1,mu_pos,0,3,1,GM,gentamicin,aminoglycoside,21.25,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C8-1,2C9P8.1,77.1,mu_pos,0,4,1,GM,gentamicin,aminoglycoside,21.25,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C6-2,2C9P6.2,75.2,mu_pos,0,4,2,AM,ampicillin,beta-lactam,21.26,21,0,susceptible
12-Jun-15,0,1,8,15-6-T-H8-C1-3,C8P1.3,56.3,mu_pos,0,,3,AMC,amoxicillin-clavulanate,beta-lactam,21.26,21,0,susceptible
10-Jun-15,0,1,1,15-6-T-H1-C3-3,C1P3.3,13.3,mu_pos,0,,3,AM,ampicillin,beta-lactam,21.27,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B1-1,2C6B1.1,48.1,mu_pos,1,3,1,AM,ampicillin,beta-lactam,21.27,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-C4-2,2C1P4.2,3.2,mu_pos,0,1,2,AMC,amoxicillin-clavulanate,beta-lactam,21.27,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-C6-2,2C1P6.2,5.2,mu_pos,0,1,2,C,Chloramphenicol,Chloramphenicol,21.27,21,0,susceptible
2-Jul-15,1,1,8,15-7-T-H8-C2-1,2C8P2.1,68.1,mu_pos,0,3,1,C,Chloramphenicol,Chloramphenicol,21.27,21,0,susceptible
2-Jul-15,1,1,4,15-7-T-H4-C8-2,2C4P8.2,42.2,mu_pos,0,2,1,CF,cephalothin,cephalosporin,21.27,21,0,susceptible
2-Jul-15,1,1,7,15-7-T-H7-C5-2,2C7P5.2,62.2,mu_pos,0,3,2,GM,gentamicin,aminoglycoside,21.27,21,0,susceptible
12-Jun-15,0,1,10,15-6-T-H10-C4-1,C10P4.1,69.1,mu_pos,0,,1,Te,tetracycline,tetracycline,21.27,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C6-3,2C3P6.3,30.3,mu_pos,0,2,3,AMC,amoxicillin-clavulanate,beta-lactam,21.28,21,0,susceptible
12-Jun-15,0,0,10,15-6-P-H10-C1-1,C10P1.1,116.1,mu_pos,0,,1,C,Chloramphenicol,Chloramphenicol,21.28,21,0,susceptible
2-Jul-15,1,1,3,15-7-T-H3-C3-1,2C3P3.1,27.1,mu_pos,0,2,1,SXT,sulfamethoxazole–trimethoprim,sulfonamide,21.28,21,0,susceptible
2-Jul-15,1,1,10,15-7-T-H10-C5-3,2C10P5.3,84.3,mu_pos,0,4,3,SXT,sulfamethoxazole–trimethoprim,sulfonamide,21.28,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-B5-3,2C1B5.3,14.3,mu_pos,1,1,3,C,Chloramphenicol,Chloramphenicol,21.29,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B8-3,2C6B8.3,55.3,mu_pos,1,3,3,GM,gentamicin,aminoglycoside,21.29,21,0,susceptible
2-Jul-15,1,1,9,15-7-T-H9-C4-3,2C9P4.3,73.3,mu_pos,0,4,3,GM,gentamicin,aminoglycoside,21.29,21,0,susceptible
10-Jun-15,0,1,5,15-6-T-H5-C4-2,C5P4.2,34.2,mu_pos,0,,2,G,sulfisoxazole,sulfonamide,21.29,21,0,susceptible
2-Jul-15,1,1,1,15-7-T-H1-C3-1,2C1P3.1,2.1,mu_pos,0,1,1,AM,ampicillin,beta-lactam,21.3,21,0,susceptible
12-Jun-15,0,0,3,15-6-P-H3-C4-2,C3P4.2,84.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.3,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B5-3,2C6B5.3,52.3,mu_pos,1,3,3,AMC,amoxicillin-clavulanate,beta-lactam,21.3,21,0,susceptible
12-Jun-15,0,1,6,15-6-T-H6-B5-3,C6B5.3,45.3,mu_pos,1,,3,C,Chloramphenicol,Chloramphenicol,21.3,21,0,susceptible
12-Jun-15,0,0,7,15-6-P-H7-C5-1,C7P5.1,105.1,mu_pos,0,,1,C,Chloramphenicol,Chloramphenicol,21.3,21,0,susceptible
2-Jul-15,1,1,6,15-7-T-H6-B4-2,2C6B4.2,51.2,mu_neg,1,3,2,G,sulfisoxazole,sulfonamide,21.3,21,0,susceptible
12-Jun-15,0,0,5,15-6-P-H5-C2-3,C5P2.3,92.3,mu_pos,0,,3,AMC,amoxicillin-clavulanate,beta-lactam,21.31,21,0,susceptible
12-Jun-15,0,0,10,15-6-P-H10-C5-2,C10P5.2,120.2,mu_pos,0,,2,AMC,amoxicillin-clavulanate,beta-lactam,21.31,21,0,susceptible
